FLR-CHR-5219N,Wall Mixer Non-Telephonic Shower Arrangement with Connecting Legs & Wall Flanges,"4,470"
FLR-CHR-5267N,"Wall Mixer with Connector for Hand Shower arrangement with Connecting Legs, Wall Flanges & Wall Bracket for Hand","5,820"
,Shower,
FLR-CHR-5273UPR,"Wall Mixer with Provision for Overhead Shower with 115mm Long Bend Pipe On Upper Side, Connecting Legs & Wall","5,940"
,Flanges,
FLR-CHR-5281N,Wall Mixer 3-in-1 System with Provision for both Hand Shower and Overhead Shower Complete with 115mm Long,"6,280"
,"Bend Pipe, Connecting Legs & Wall Flange (without Hand & Overhead Shower)",
FLR-CHR-5215N,Exposed Wall Mixer with Provision Only for Overhead Shower & Hand Shower with Connecting Legs & Wall Flanges,"4,360"
FLR-CHR-5431N,Two Concealed Stop Cocks (Composite One Piece Body),"3,320"
FLR-CHR-5435N,Two Concealed Stop Cocks with Bath Spout (Composite One Piece Body),"4,710"
FLR-CHR-5437N,Two Concealed Stop Cocks with Bath Spout Button attachment (Composite One Piece Body),"5,100"
FLR-CHR-5427N,Concealed 4-Way Divertor Set with Hot & Cold Concealed Stop Cock with Built-in Non-Return Valves (Composite One,"5,960"
,Piece Body),
FLR-CHR-5421N,4-Way Divertor for Concealed Fitting with Built-in Non-Return Valves with Divertor Handle,"3,000"
FLR-CHR-5095N,"Bath Tub Filler Consisting of 2 Control Cocks and one Spout, 20mm Cartridge Size","5,870"
FLR-CHR-5271N,Bath Tub Mixer (Exposed Adjustable Legs) with Telephone Shower Arrangement & Crutch,"7,130"
FLR-CHR-5309N,Sink Mixer with Regular Swinging Spout (Wall Mounted Model) with Connecting Legs & Wall Flanges,"4,160"
FLR-CHR-5309ND,Sink Mixer with Extended Swinging Spout (Wall Mounted Model) with Connecting Legs & Wall Flanges,"4,360"
FLR-CHR-5319NB,"Sink Mixer, 1-Hole with Swinging Extended Spout (Table Mounted Model) with 450mm Long Braided Hoses","3,800"
FLR-CHR-5347N,Sink Cock with Regular Swinging Spout (Wall Mounted Model) with Wall Flange,"1,950"
FLR-CHR-5347SD,Sink Cock with Extended Swinging Spout (Wall Mounted Model) with Wall Flange,"2,410"
FLR-CHR-5357N,Sink Cock with Regular Swinging Spout (Table Mounted Model),"2,180"
FLR-CHR-5357SD,Sink Cock with Extended Swinging Spout (Table Mounted Model),"2,580"
FLR-CHR-5355N,Sink Cock with Provision for Connection to RO from rear side & Swinging Spout,"4,050"
FLR-CHR-5359N,Sink Cock (Table Mounted) with Angular Knob,"2,300"
